Year,S,Z1,Z2,FracI1,FracI2,nu1,nu2,fecundity,rep,pdoug,sigma,phi
53,17.861719864618664,1.4487082557254003,0.13618544824470108,0.1265968369105397,0.00920720475419063,0.0938896154313174,0.0429503915111526,1.6582678281589651,9,18,0.5,1
54,20.054099884297273,3.818289603166663,0.98949005434139925,0.14776304586614447,0.03290518046337534,0.04480135630634746,0.06616774564860713,0.8873536523116027,9,18,0.5,1
55,4.1452668074304855,3.860296453470819,2.4683310968763386,0.1177973252523964,0.0777550116453797,0.02583055056684721,0.05317696306084973,0.6644468461844782,9,18,0.5,1
56,9.66024965092129,1.2317180794058409,0.7878076555447773,0.08354582900594107,0.05763337846033166,0.03630896324946919,0.03341111912795739,0.897091047341939,9,18,0.5,1
57,15.48856449428202,1.3378961777930414,0.4685984242855629,0.08124434825367315,0.02390565112904965,0.07144987244963134,0.02758111615777214,1.4623578474291192,9,18,0.5,1
58,31.615873716293493,3.0734723797932175,0.6429649917614736,0.1334835666429635,0.02358386153644151,0.05184823297590182,0.03148445530242076,0.9947054881180746,9,18,0.5,1
59,18.623506032742764,6.537388208240387,2.808936335020305,0.1419716991912984,0.05442884729689939,0.02206118730976792,0.02980312732103293,0.5652679926972052,9,18,0.5,1
60,11.264045584688793,3.790776423754129,2.0554313433419824,0.10191507899189044,0.05962019317263575,0.01741601372679438,0.01997919749028444,0.5522230896901577,9,18,0.5,1
61,9.240573197305215,1.9556603084858275,0.9304543807447274,0.07842392754925177,0.03496060867783356,0.02991529942172253,0.01636205238468866,0.7918245568397796,9,18,0.5,1
62,39.50330643986533,1.4862785724616865,0.44120147348989747,0.0863487789073519,0.01967344848614096,0.0544831106430285,0.01834654302619398,1.1861391855328838,9,18,0.5,1
63,21.58416030748527,8.616978644023348,2.1761882195588855,0.15709811061509074,0.03336265509904484,0.0230398032628081,0.02017692594189532,0.5428080477930042,9,18,0.5,1
64,20.743836204391055,4.864357650999829,1.9688246141050656,0.11296381030317534,0.04925253142359329,0.013332732329477,0.01738732597855016,0.4830521913971149,9,18,0.5,1
65,12.701029997130464,3.183600664804586,1.5909317416111408,0.0786156296632475,0.0413391187149289,0.01987786309097144,0.01576232784098205,0.6204017708625704,9,18,0.5,1
66,20.253953997288107,2.100106649446992,0.8653319617570685,0.0842398945040437,0.03059221810937956,0.03361640997778902,0.01604253340134161,0.8471629269783432,9,18,0.5,1
67,21.292295462443832,3.4663786771987497,0.9602859329038416,0.10911746047560308,0.0261281841245577,0.03548720920773454,0.01863187212569528,0.816227662047007,9,18,0.5,1
68,19.416477589844938,4.125831548169421,1.27236623490435,0.1200360796989378,0.03356102651194908,0.02641308192307461,0.02116093477822615,0.6755664452124862,9,18,0.5,1
69,29.145844389762445,3.5626248570144052,1.431070161256057,0.10494054251368184,0.04089427110355721,0.0242857680079534,0.02161315441901131,0.6663567036723343,9,18,0.5,1
70,12.020215623483445,4.9335686007785835,2.391516682428879,0.1064803730544776,0.04903054540260908,0.02164018882578177,0.01866414435283826,0.6032991712401915,9,18,0.5,1
71,9.800499121879476,2.52518169486926,1.1505414447347742,0.09570032220578628,0.04032846621017432,0.02471758266869817,0.01562297681803834,0.6807830787791961,9,18,0.5,1
72,19.895713123693177,1.6173046410236496,0.5453230165018129,0.08294667242601647,0.02276030591209884,0.0438832777508927,0.01723826513215897,1.0212424568019198,9,18,0.5,1
73,6.785580273467623,3.576920676011881,0.7814389022511155,0.1185197520062563,0.02224075561545237,0.04019197108632118,0.02275824923674372,0.8637195682114156,9,18,0.5,1
74,5.254584812009175,1.6926833403908426,0.4137888982313051,0.10845526661917818,0.02558095369497376,0.038654351199171,0.03179310562926651,0.9276825128826474,9,18,0.5,1
75,18.485302175238736,0.9268599763484162,0.25518339078156627,0.08218080878395019,0.02210132731901339,0.07125404120004081,0.05064235597424067,1.5440019023685532,9,18,0.5,1
76,25.15023843646339,3.474398196204995,1.5402405236965546,0.1294291663726476,0.05042854412944991,0.05213698782382375,0.06225389062837461,0.953724938299616,9,18,0.5,1
77,17.78493657718799,4.946934815386126,2.982381583104162,0.12911924541113048,0.07630000531673595,0.02484880001422095,0.03608815784987795,0.6168827732958941,9,18,0.5,1
78,14.075329378606336,3.3640296422320617,1.878881628204392,0.10075530345978873,0.05831397730039651,0.02232146174963598,0.02004276700168142,0.627671566776743,9,18,0.5,1
79,22.97160776356497,2.3905879981162386,0.953252775904971,0.08974024686132616,0.03156694649511692,0.03173354061048287,0.01522594388310505,0.799091707634357,9,18,0.5,1
80,18.879342377255,4.016549210734868,0.9861501600423184,0.11203704957392344,0.02391279347067961,0.03083642712034226,0.01586687258631768,0.7387541609421686,9,18,0.5,1
81,9.536328526516575,3.709899176621176,0.9816921194396002,0.11474562555443817,0.02785624940903176,0.02537790881176669,0.01918748085387743,0.6753852869503821,9,18,0.5,1
82,21.539122817952222,1.9354004922681929,0.5930721058256302,0.09295020224034896,0.02828110361700584,0.03289586276739855,0.02493221366734597,0.8473171175363123,9,18,0.5,1
83,14.325201170354251,3.511747022675419,1.4058109240655958,0.10469843737015758,0.0387477517534778,0.03511906428923039,0.02939905005462318,0.819811008045169,9,18,0.5,1
84,14.62526988841308,2.796792544409409,1.25151230423183,0.10925311866888889,0.04643338663004985,0.03141242547481464,0.02689451670504105,0.7696093813321339,9,18,0.5,1
85,29.398331039398187,2.519372505205875,1.069509717584317,0.09869797526465177,0.03888244459278811,0.03588322839412797,0.02448805494485935,0.8547842255373967,9,18,0.5,1
86,48.34566269829275,5.375645062406622,2.210622384524908,0.1218874283851607,0.04541568721941685,0.0256205754985069,0.02086979828468677,0.6332011239502051,9,18,0.5,1
87,18.992253074397837,9.190711597048846,4.695132724266094,0.12704561116778815,0.06135120746918863,0.01279584187394309,0.0135978928120348,0.43891357355690475,9,18,0.5,1
88,9.854716331897,4.15219468470021,2.0770503428772216,0.0927666286684878,0.04652046723605378,0.01242830428371375,0.00928649219428902,0.4694702759296653,9,18,0.5,1
89,20.284331552593574,1.7535944341187977,0.6873290402698845,0.06882842863837144,0.02092870477307886,0.02749973524437995,0.00923464340293934,0.7578802605115048,9,18,0.5,1
90,33.68908063130923,3.1509018995532743,0.5141326267343552,0.09853655038477338,0.01286006755660618,0.0384923317934638,0.01263000159948075,0.878592471342207,9,18,0.5,1
91,18.376561938503674,6.9762808030185255,1.2761532786669445,0.14025142437756186,0.02223266530439067,0.02071308014032108,0.01762614266070214,0.5597442321765121,9,18,0.5,1
92,21.561776621597662,3.9495614151831586,1.300108915942041,0.10547360310032174,0.03791539848314669,0.01629435266492543,0.02078938883328175,0.5507718123157413,9,18,0.5,1
93,26.743243028992573,3.249225917003386,1.7041094013803098,0.0834454150661079,0.0455105716509416,0.02285921697655225,0.02132382871494989,0.6701318886277468,9,18,0.5,1
94,22.09690538425392,4.371825985136401,2.26627780795474,0.10158962161351688,0.04974329422749953,0.02396156395282244,0.01778801709239753,0.6437507980326542,9,18,0.5,1
95,17.669313171509117,4.0261295512817075,1.7532169314329586,0.10588960528811132,0.04188092973479105,0.02231941721560376,0.01407985732332026,0.6184457554399906,9,18,0.5,1
96,17.058165314704407,3.1492502691720294,1.1022947150310227,0.0979432946782459,0.03003864191502664,0.02570626392865106,0.01345068727459926,0.6899754840420691,9,18,0.5,1
97,12.746647640300312,2.9521575427849744,0.8205471864371938,0.09973806372795375,0.02407125232909188,0.03085598507326667,0.01589386802464532,0.7751778489672697,9,18,0.5,1
98,16.3669124556208,2.353498573306176,0.5990067835910556,0.10191522278563402,0.02296312944534323,0.03656128110224146,0.02157835648684476,0.8776398934659108,9,18,0.5,1
99,30.74573519891654,2.8845645791876184,0.84924735592752,0.10798510251266244,0.02912673423782826,0.03759865837483003,0.02911553077752869,0.8760626920003987,9,18,0.5,1
100,16.330978855125032,5.787362105625962,2.874975679093769,0.12593459365535417,0.05725003252359968,0.02328133619291894,0.02701778169788768,0.5949600424163999,9,18,0.5,1
101,26.59748781473467,3.3468903146726143,1.7778848715913085,0.1015992069303608,0.05461007940686857,0.02014999253127845,0.01830601725342314,0.594853357325491,9,18,0.5,1
102,25.66748639940541,4.132791864104342,1.7204743520927182,0.09473065733644336,0.03715807819470387,0.02368307772300757,0.01447874869068753,0.6509971526175939,9,18,0.5,1
103,8.71162681386877,4.645790388619125,1.5720842241901585,0.10981770396758994,0.03343304739707682,0.02145503147413614,0.0131150707281948,0.6014457088649966,9,18,0.5,1
104,14.7319362093036,2.015745604617942,0.6289587302164331,0.0930154384891731,0.02541294975561981,0.02784752555318347,0.01481915256904524,0.7463773639904486,9,18,0.5,1
105,15.864481745144674,2.2467901654840094,0.5440125905302372,0.09024259494850068,0.01914912692187694,0.04311418734383174,0.02100329669015695,0.9963720099316536,9,18,0.5,1
106,39.23370682887069,2.968721547346404,0.7563603554715489,0.11681322015996964,0.02657173297526504,0.03950989773452941,0.02984792752563364,0.8875469147656111,9,18,0.5,1
107,42.93557316551095,7.691593437152782,4.10999326817791,0.13558513438667824,0.06508113971262561,0.0192081411534043,0.02625635176158588,0.5172657577286727,9,18,0.5,1
108,43.10451961768272,7.794709814092391,4.882070072105232,0.111659876829189,0.07443613160333919,0.01116178024879783,0.01342403129796777,0.42782385851853727,9,18,0.5,1
109,14.191967466018744,6.974303070681704,3.618537921126918,0.09375505203019878,0.05123262584490704,0.01072209464472242,0.00796606951305127,0.43320982191185536,9,18,0.5,1
110,18.08588456103296,2.950588455817462,1.2012908641418272,0.08130337908338102,0.02701498259397893,0.01656980426916821,0.00668771182466737,0.5504084306866861,9,18,0.5,1
111,34.3757250255797,2.6293185338223566,0.5574543245318531,0.08127974042524247,0.01284949806752398,0.03086249624044327,0.00831874320310947,0.7927319016371253,9,18,0.5,1
112,16.3591501694049,6.607254037041787,0.8259128749506762,0.12907993992627667,0.01373542097693708,0.02208640707100234,0.01243545019697654,0.5819978762001934,9,18,0.5,1
113,12.162568731971112,3.6928041322604663,0.6895706947089802,0.1093611350969629,0.02118002371244391,0.01789147165572716,0.0190756864699672,0.581674926761882,9,18,0.5,1
114,13.212709087636474,2.071109013469727,0.6520023008542796,0.08039115345804547,0.02799018558273932,0.02916196477364292,0.02917339499821786,0.8185977272304705,9,18,0.5,1
115,9.712165616978382,2.050582850022688,0.9195445719210312,0.08990847969495143,0.03926719581479283,0.0442608893480425,0.03811327423652656,1.027334142395926,9,18,0.5,1
116,12.736269751953836,1.7509084636139087,0.785647526670308,0.1019240283382325,0.04205401038049045,0.05289404216614541,0.03936773780802715,1.1233307939370236,9,18,0.5,1
117,18.478471166328085,2.2645966347975306,0.905165081246384,0.11055635359236646,0.03964869208659809,0.051732275537037443,0.03755028544754101,1.0637378098677677,9,18,0.5,1
118,11.491057901073882,3.4998864117325605,1.460132323574502,0.12263975751498976,0.04646789820524121,0.03670260386087978,0.03262982513757725,0.8065571046262225,9,18,0.5,1
119,11.082563710967095,2.319269663686541,0.9975758703574534,0.10586269027863504,0.04325382299138753,0.03405737934379641,0.02734141476541369,0.8225968003073418,9,18,0.5,1
120,32.02540605256074,1.8878790162642487,0.7114523708053513,0.09437617743122108,0.03214195203517665,0.04551519408483648,0.02710578297679452,1.0263874633083152,9,18,0.5,1
121,9.145942901442186,6.225941427234374,2.465433642566692,0.13465695230112637,0.04710478870629922,0.02662919727290968,0.0243896620624585,0.617892498562914,9,18,0.5,1
122,4.199415166268536,2.4920728940842727,1.0666384315327742,0.10438092768389812,0.04539075917988808,0.02183786199245309,0.01922701099575365,0.6303028817883479,9,18,0.5,1
123,9.720852963863514,0.8912743139817978,0.3413186488530099,0.06900822987635089,0.02210037876712603,0.05106945561016156,0.02123926436635773,1.186569673637154,9,18,0.5,1
124,29.03361166779084,1.471412352897964,0.28038018692235867,0.0952226890995071,0.01478371766014612,0.08340752381904748,0.03195015649978198,1.6065466301826128,9,18,0.5,1
125,16.504033796030743,6.628847813705571,2.052050937708735,0.16565284428134133,0.04255235164969549,0.03011250946829344,0.03759421261956688,0.6308329485557701,9,18,0.5,1
126,5.445921313975295,3.684932864962,1.8032685856758357,0.11108129667064905,0.06057058370375051,0.0181799049040677,0.027685197706497,0.5659655735039905,9,18,0.5,1
127,9.007443035420229,1.2694969504211642,0.6331495935497607,0.07282919588113014,0.03796129908420657,0.034456961279378,0.02366806803950877,0.8917258491710546,9,18,0.5,1
128,8.955959087560036,1.2618992754929956,0.38611769920846817,0.08075494140877144,0.02033472083638588,0.07218081128568947,0.02685187765530524,1.4950531078076057,9,18,0.5,1
129,30.575146533812745,1.6872322189436937,0.33330077911159495,0.117889505543581,0.01910362863242633,0.07440424153680773,0.03910974958570155,1.40217646612571,9,18,0.5,1
130,14.3770349885122,6.654897628337312,2.790240284730867,0.15631347193361672,0.05561724207696075,0.02813701453505742,0.04079070346670586,0.6087573443188803,9,18,0.5,1
131,3.849658053667624,3.309917884202912,1.757785677706431,0.10678303846492462,0.06351331216275988,0.01880807292849063,0.02540461660418224,0.5741298484312615,9,18,0.5,1
132,3.4862856885817197,1.0266740468159568,0.5086950958747216,0.07044537370589903,0.03191928722910622,0.03968959952653669,0.02094235091812082,0.9809642593808766,9,18,0.5,1
133,17.203656748242427,0.5352434453912568,0.16519993517569845,0.06961794194385934,0.01325810915853333,0.11581971421564284,0.02576709953417156,2.277266217793266,9,18,0.5,1
134,26.258868897429604,3.77193206527872,0.44873895267574376,0.15720124864856622,0.01549787192912001,0.06070876835525927,0.04111903402682079,1.0120038681698085,9,18,0.5,1
135,19.313555899284076,5.614233462709234,2.528934512178124,0.14229355198187368,0.05876089859566611,0.02231627147169585,0.04461530535775702,0.5863207338476006,9,18,0.5,1
136,13.113506734887652,3.5772575436196097,2.3252798108696564,0.0966418447244213,0.07215884657219811,0.01927471870104614,0.02788891746600613,0.5876129189989984,9,18,0.5,1
137,48.100070135713096,2.176034775422943,1.195484331380026,0.08202576502922923,0.04436472111262374,0.03041856042283674,0.01913144562146226,0.7905191121710852,9,18,0.5,1
138,23.984774221231337,9.144374034763342,3.1183908052568725,0.13216886408114992,0.04121919549105091,0.01812923028868404,0.013616587414098,0.49790124444049744,9,18,0.5,1
139,15.817405224443476,5.260276974266045,2.0068946990153007,0.10967674985751943,0.04177132170771482,0.01226688195658059,0.01075315445696158,0.4587556850821941,9,18,0.5,1
140,10.554666892899132,2.6942186204031,0.9919598859311096,0.0766311880985253,0.02701988647217478,0.02031979112305121,0.01113317328838455,0.6292795276079144,9,18,0.5,1
141,19.244872323244145,1.700540408391614,0.4673561348749501,0.08015165910078698,0.01780884267651897,0.04034020944485206,0.01494215373429322,0.9733464845086132,9,18,0.5,1
142,17.425426807341715,3.406033658835773,0.644102641270163,0.11532119390564267,0.01873929720521111,0.04010313926004356,0.02262674109354377,0.8796085020377806,9,18,0.5,1
143,10.105785569954564,3.4933058298885924,0.9997185076206782,0.12063488410004852,0.03240731439323686,0.02937547026527606,0.03018505292597074,0.7381774416757214,9,18,0.5,1
144,6.174970087829498,1.992184667923877,0.7993440622281008,0.0954016470009071,0.04019314036414009,0.03418242072050913,0.03468199876899031,0.864685631263859,9,18,0.5,1
145,11.969011253181526,1.0976533796570171,0.4556389951413149,0.08333619778540903,0.03305567021335929,0.06038209939335816,0.04023171392426354,1.3235210865433396,9,18,0.5,1
146,21.558917303908093,2.024881992952308,0.7066028210892636,0.10924599048288504,0.03383880051695941,0.06712853221435168,0.04704625409635274,1.2869983517070904,9,18,0.5,1
147,7.066232650362926,4.351746724411894,1.9898571978538513,0.13759871253346723,0.05629088196109641,0.03522284830108255,0.04090705534692517,0.7435436931706164,9,18,0.5,1
148,3.4935572170075786,1.81624386770684,0.8712951740235876,0.10208085681712036,0.04949615290095063,0.03198047045538368,0.02928155902467678,0.8004591668682218,9,18,0.5,1
149,4.420805685529788,0.7101277115967772,0.2868241823629111,0.07333608735775501,0.02352251640921583,0.07207268201401806,0.02933629252413909,1.5357514356361517,9,18,0.5,1
150,15.668672145167823,0.6802091634622162,0.141785771244563,0.08862654322393763,0.01325578403814398,0.14338381669676953,0.04350055834712489,2.6149532940611935,9,18,0.5,1
151,21.40133015616136,3.5528672947233564,0.6986970040517899,0.16367374329240628,0.02658466720729363,0.06266958114210489,0.06544352216402191,1.038469929664409,9,18,0.5,1
152,19.806124705410536,4.3882476539556325,2.5174308363473856,0.13252601824695037,0.07387467732093725,0.02630315877403787,0.05761547254190821,0.652429073652542,9,18,0.5,1
153,11.276842393442662,3.4616183650777934,2.3775950948386333,0.09833169264190408,0.07670627025986668,0.02330842511641686,0.03087055864013094,0.6457796517542135,9,18,0.5,1
154,13.557110530355692,2.0358662433688104,1.0772015099644852,0.08809890158875967,0.04382216029554181,0.03341657934667563,0.01928116842927495,0.8295264086874381,9,18,0.5,1
155,11.872855427091968,2.2329189601576216,0.6418859834793444,0.09792261957820148,0.02300396775033751,0.04550115509732334,0.01743472478650627,0.9988927816586548,9,18,0.5,1
156,14.93190434023916,2.2640946326851155,0.4521592926896648,0.11298862271039,0.01865371581067214,0.04624375316529761,0.0230013535517271,0.9980275836983932,9,18,0.5,1
157,28.666777751614873,2.803442302339779,0.659195890890858,0.11609585139206312,0.02481083553854133,0.0405903682527251,0.03360979928297857,0.9159408411234112,9,18,0.5,1
158,27.940005478743807,5.419878276148716,2.7801652508014607,0.1261580037314954,0.05948459833366701,0.02465071108506221,0.03329106408671453,0.6169534003162382,9,18,0.5,1
159,17.618879387055454,5.094312664884742,3.0964690400144166,0.10856192411656936,0.06804435420426684,0.0174423447116142,0.01970044064084387,0.5348610387065332,9,18,0.5,1
160,20.144657416792473,3.1599508739077957,1.5996047071184496,0.09036627544435064,0.043775058185018,0.02126522629171142,0.01322483469057764,0.6218001973906585,9,18,0.5,1
161,12.946365630659594,3.2383940103021245,1.0167954071619398,0.09411178360470082,0.02525154020128299,0.0284191193384219,0.01207447954676601,0.7327242038901627,9,18,0.5,1
162,11.15097874476728,2.4459054805852825,0.5549423879859394,0.102398114161344,0.01887125102849914,0.03424025146430351,0.0151413452936182,0.8296663019741901,9,18,0.5,1
163,24.50720405179936,2.0105825777637154,0.3860201144218684,0.10012173409744204,0.01660570204916562,0.04389078109541811,0.0236199150702126,1.0043787892097584,9,18,0.5,1
164,41.726620564634,4.620200399623437,1.4350399225088222,0.12604833002589758,0.034881200389227,0.03144885754178568,0.03145804110618209,0.7267539812605204,9,18,0.5,1
165,27.18489488527247,7.951124824975446,4.918007817758665,0.1277294326492651,0.07523495944673034,0.01520930901463888,0.0224724494986884,0.4735842014025568,9,18,0.5,1
166,9.080712110796838,5.049729430299999,3.1118332867920615,0.09676111262720322,0.06405073978090244,0.01294866138358716,0.01232413828183679,0.4718807224757557,9,18,0.5,1
167,9.610887581942029,1.927772074588533,0.9545783184961394,0.07485988417745951,0.02981140060463407,0.02397227060810106,0.00951218306726673,0.6866046534221362,9,18,0.5,1
168,19.592398577558903,1.4162337338166289,0.3524293070332774,0.07773691784714404,0.0124324972854362,0.0536420712513788,0.01124363871859821,1.181719848795631,9,18,0.5,1
169,37.229693861556314,3.7939521724777454,0.362605721004616,0.13052224463555104,0.01005054857170664,0.04251764898018101,0.01808975718621129,0.8658580223076061,9,18,0.5,1
170,38.08347615219542,7.93023836114268,2.0792722063723095,0.14549528967868944,0.03340665253434165,0.01756126702817304,0.02320370584735293,0.513775673863108,9,18,0.5,1
171,19.839286380272007,6.9239001058432175,4.21228419600642,0.10703777857138104,0.06882381312496398,0.011210564028936,0.0176197145859651,0.4398174632790721,9,18,0.5,1
172,11.299788742334696,3.497831947304366,2.198114864746598,0.07960443285956181,0.05378184685257133,0.01515689531741185,0.01200262151364464,0.5277098305330535,9,18,0.5,1
173,19.795142059168462,1.8429386625081532,0.8179572577404551,0.07391605648188775,0.02568352427425103,0.031631159126261,0.01069077889199862,0.8207045054958971,9,18,0.5,1
174,13.691586055719442,3.27316333855541,0.6068271188422059,0.1055084092329808,0.01558478959980241,0.03831275380669993,0.01312339352585927,0.8589008420534956,9,18,0.5,1
175,7.942960228782512,2.807971458260327,0.4422610760765971,0.11704794462131682,0.01571582800265035,0.0337809207221874,0.02017247617926677,0.8108649636843391,9,18,0.5,1
176,5.685434569892024,1.5988347284266522,0.30107475384703586,0.09667461198674188,0.01778997415393125,0.04385464130005057,0.03504104638168624,1.0476527490114598,9,18,0.5,1
177,6.6910697357788145,1.0083729198969955,0.24680987590280196,0.08890347555006446,0.02160706931276735,0.07373209814419536,0.06393732864310803,1.5850069260434163,9,18,0.5,1
178,16.18485790543073,1.1379597351096444,0.40218157815654776,0.10227270496540944,0.03397929301829808,0.0966768957778468,0.10198808208191996,1.8369155426608277,9,18,0.5,1
179,11.81363259378132,3.1651550335253016,1.881402691326019,0.1356099859875235,0.07271705404337478,0.05553843252910344,0.09242129460743612,0.9777006647815352,9,18,0.5,1
180,10.527756219038496,2.3951332405332253,1.4119696942390996,0.1137390689504422,0.0693824306437178,0.03770664856365562,0.04677862757950887,0.8483703935693881,9,18,0.5,1
181,20.716672501445345,1.8525433750685436,0.8258162091337747,0.09648348019713704,0.04014811564697087,0.04612432897105101,0.0297097828896699,1.0201711126087027,9,18,0.5,1
182,25.239747692049708,3.7885921103117415,1.1650531907146973,0.1207536982476739,0.0332811751346883,0.03728625298012593,0.02473717502358509,0.8112495359902866,9,18,0.5,1
183,14.413649751162213,4.94845265888201,1.8887063764271517,0.12471479310314568,0.04421129373233066,0.02298805888674602,0.0219653295365579,0.6105169694620791,9,18,0.5,1
184,31.682688886190085,2.8721104068640853,1.2399511244586232,0.0980369922411522,0.04235525646078931,0.02344067918173199,0.01934069854823541,0.6626624287819421,9,18,0.5,1
185,39.10875303002079,5.12368862473381,2.214073616796507,0.10411580761759516,0.04216531835425055,0.02284502965550202,0.01704594793381735,0.6205267426403399,9,18,0.5,1
186,28.11098789153691,7.235094230975744,3.3000902126204688,0.1186030939963998,0.05070261398889535,0.0149803772386937,0.01277124143877636,0.4829220227241896,9,18,0.5,1
187,13.384410023693707,5.148325446583557,2.296250783981169,0.09884101361960004,0.04254366029529312,0.01374491955820756,0.00982675688371601,0.4867387734259808,9,18,0.5,1
188,9.442959111177192,2.500528848565762,0.9348400820391708,0.08115193358196077,0.0259531943198418,0.02211692094783862,0.0097902233833471,0.6521696304701546,9,18,0.5,1
189,11.19283412935618,1.5433123816916563,0.3830391715996436,0.08052266994081218,0.01463069561029786,0.04455014753547569,0.0133819097393573,1.0379143838126748,9,18,0.5,1
190,12.577021343913456,1.9240405466538424,0.26492038227421433,0.1048783013597322,0.01136314489097754,0.05859502259082929,0.02281155329097817,1.203062911041518,9,18,0.5,1
191,21.39781169616673,2.474678492171013,0.3797985827522808,0.12285769589930236,0.01672462397623693,0.04888541370481573,0.040745731206635,1.0427114927474852,9,18,0.5,1
192,18.826105119047853,4.0975162937301555,1.8998061888167468,0.12522355420519138,0.05361217510166261,0.03140771903920477,0.0498721720934495,0.7322289176363703,9,18,0.5,1
193,11.858135897241525,3.4486402270919756,2.1702321936754885,0.10519484239570112,0.06949340001026592,0.02518994464478457,0.03273369661991542,0.6675357342700197,9,18,0.5,1
194,14.305318865329143,2.1340140685231956,1.140218468221639,0.090268941971217,0.04606773800246308,0.03312648700971012,0.02186425438391879,0.8218634559331246,9,18,0.5,1
195,33.39872945517421,2.3621588407441707,0.770787913766229,0.09850044797761398,0.0272532867664869,0.0430788048499451,0.01923947991360497,0.9598028765887688,9,18,0.5,1
196,26.13106684764697,6.706527299246136,1.9622556356759608,0.13841456896187704,0.03538111425998018,0.02363993165035318,0.01888023599479679,0.5841647924894737,9,18,0.5,1
197,27.869453781494748,5.237222311783035,2.193052633990282,0.11358467371142074,0.04741018242155501,0.01529212345974955,0.01623335000704549,0.5082985498035961,9,18,0.5,1
198,30.601887263853776,4.487652271108893,2.193732683582968,0.09125379151110592,0.04464851823685009,0.01718010592159264,0.0136628295113635,0.5541885764991675,9,18,0.5,1
199,27.291634793178176,5.016571845328583,2.158858282586556,0.09860799751919432,0.03970906915497997,0.01835725986583589,0.01165349749162049,0.5610313095187138,9,18,0.5,1
200,12.379197220881167,4.7977617680832605,1.750505787674847,0.10262614137875792,0.03391261488192969,0.01822396505811448,0.01075272915534999,0.5577351623630671,9,18,0.5,1
201,19.457375051273708,2.4763595407452024,0.7873570835713168,0.09077861951203609,0.02484676879669449,0.02472013170687506,0.01207472131756788,0.6905593924222132,9,18,0.5,1
1,1.3570028686220543,0.23487836151251837,0.3605575891217764,0,0,0.10000000000000002,0.10000000000000002,0,9,18,0.5,2
2,12.106962622857452,0.14529288021900294,0.22671398522042677,0.03622061483910697,0.05697873084990758,0.4338290651976879,0.1551448365632272,8.501784214495437,9,18,0.5,2
3,12.310376880858758,6.207288826793454,2.988044071062722,0.20962332392494945,0.09853081563426068,0.08152849557691265,0.125502223144104,1.2408790294116645,9,18,0.5,2
4,11.55103192479734,5.940065201944565,3.641266100738272,0.15650551582413727,0.10800539892861565,0.02183547680113419,0.03953344325890471,0.6038261422456104,9,18,0.5,2
5,11.669531139930754,4.216234335002875,2.515379504230916,0.10030226930273342,0.06763682129554237,0.02134380706025371,0.01930687105023302,0.6265971076240971,9,18,0.5,2
6,8.455097699889174,3.813700539634345,1.624450865800182,0.09488705281235228,0.03803643842054342,0.0284366727526271,0.01382539058277343,0.7445755738448514,9,18,0.5,2
7,7.918180494218226,3.1149372652601737,0.9118669654683976,0.10431938301762192,0.02525783479806801,0.03454469778722918,0.01414756955245702,0.8382624527135618,9,18,0.5,2
8,14.269768540343351,2.8586246089713327,0.6250776227771471,0.10564634913933982,0.01941569235131303,0.04164040893644143,0.01925040311466422,0.9617709884939774,9,18,0.5,2
9,11.024424447370809,5.174630331943952,1.2022961062831996,0.12049643917139032,0.02489924701432593,0.03599845073335535,0.02771017749489756,0.8474241114539556,9,18,0.5,2
10,20.107543579452837,4.580893298973441,1.6662353242599215,0.12366790505242337,0.04372534217491979,0.02533500791783013,0.03189286755428156,0.693371252500647,9,18,0.5,2
11,31.13373034568497,6.62479927050068,3.913652680845729,0.10675405397051936,0.06203604195023982,0.02214038167863721,0.0263747497957332,0.6287282018610111,9,18,0.5,2
12,19.296622074724063,11.008686392921764,6.917956662431218,0.11845477733769176,0.07471175562271096,0.01435984275809928,0.01442671780482405,0.4794431017837292,9,18,0.5,2
13,3.4094233270614556,7.664028492368889,4.175993044414004,0.10881167363167292,0.05903776422277284,0.01085799625975435,0.00791047315803897,0.4331816011783931,9,18,0.5,2
14,0.5648421652256213,2.2607137825913,1.077177396411512,0.08017126189880401,0.0282292484320064,0.01762710477163654,0.0065768852157979,0.5727011167980098,9,18,0.5,2
15,0.3664425926680261,0.5413628141560684,0.23017609185076665,0.05863088601129862,0.00982093350084568,0.06093801946287094,0.00876698017803785,1.35680707635457,9,18,0.5,2
16,2.6858920358798084,0.16443841829401049,0.04976993010714382,0.05880830584627537,0.00384170446570699,0.2653077768263364,0.01655908432999823,4.872457931553422,9,18,0.5,2
17,20.425205939368073,0.8831807434641503,0.02255981780774489,0.11455581568043809,0.00178795807107166,0.3662175793228912,0.03401725514166146,5.397178451066949,9,18,0.5,2
18,12.566683530218985,12.209291657372065,0.3212337723774703,0.24009400648547244,0.00474827288651492,0.0387903806138233,0.06980503628918654,0.7948884708595502,9,18,0.5,2
19,6.579684554006155,7.022261160973073,2.4057871868665703,0.14821790022217457,0.05905065410432787,0.01069050141876146,0.11032549214269328,0.518244232924919,9,18,0.5,2
20,3.872628986270507,2.487157533744598,2.3832460610836104,0.06319598842761039,0.1201722421713212,0.01568814330948334,0.07464679225026431,0.5958001736259557,9,18,0.5,2
21,4.980341548414264,1.074108799431483,1.1122421045426794,0.05466816121189975,0.07708478329117434,0.04677279064713516,0.04576792831296464,1.140200972350361,9,18,0.5,2
